"Name","State","Created","End Time","Notes","Updated","ID","User","Group","Job Type","Tags","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","optimizer","optimizer_lr","epoch","loss_train/depth","loss_train/semseg","loss_train/total","loss_val/depth","loss_val/semseg","loss_val/total","trainer/LR","trainer/global_step","metrics_summary/depth","metrics_summary/semseg","metrics_summary/multitask","Runtime","num_epochs","batch_size","name","resume","EC2_Hostname","EC2_Instance_ID","EC2_Rsync","EC2_SSH","EC2_SSH_Tmux","S3_Link","S3_Path","Team_Id","aug_geom_reflect","aug_geom_scale_max","aug_geom_scale_min","aug_geom_tilt_max_deg","aug_geom_wiggle_max_ratio","aug_input_crop_size","batch_size_validation","dataset","dataset_root","log_dir","loss_weight_contour","loss_weight_depth","loss_weight_normal","loss_weight_semseg","lr_scheduler","lr_scheduler_power","model_encoder_name","model_name","num_steps_visualization_first","num_steps_visualization_interval","observe_train_ids","observe_valid_ids","optimizer_momentum","optimizer_weight_decay","prepare_submission","visualize_img_grid_width","visualize_num_samples_in_batch","workers","workers_validation","metrics_task_depth/delta1","metrics_task_depth/delta2","metrics_task_depth/delta3","metrics_task_depth/inv_mae","metrics_task_depth/inv_rmse","metrics_task_depth/log_mae","metrics_task_depth/log_rmse","metrics_task_depth/mae","metrics_task_depth/rel","metrics_task_depth/rel_squared","metrics_task_depth/rmse","metrics_task_depth/si_log_rmse","metrics_task_semseg/bicycle","metrics_task_semseg/building","metrics_task_semseg/bus","metrics_task_semseg/car","metrics_task_semseg/fence","metrics_task_semseg/mean_iou","metrics_task_semseg/motorcycle","metrics_task_semseg/person","metrics_task_semseg/pole","metrics_task_semseg/rider","metrics_task_semseg/road","metrics_task_semseg/sidewalk","metrics_task_semseg/sky","metrics_task_semseg/terrain","metrics_task_semseg/traffic_light","metrics_task_semseg/traffic_sign","metrics_task_semseg/train","metrics_task_semseg/truck","metrics_task_semseg/vegetation","metrics_task_semseg/wall"
"WeightedBCE_ContourLoss_run2","crashed","2022-05-09T06:44:34.000Z","2022-05-09T11:49:42.000Z","Row 2 in Table 11 and Row 2 in Table 12 and Figure 17: Task Distillation + Contours with weight 0.28/0.36/0.36","2022-05-13T12:34:06.000Z","2oxe6m3w","loh0um","","","","","ip-172-31-17-34","","","","1","Tesla K80","adam","0.0001","8","0.17590725421905518","0.14057764410972595","0.12208414822816847","0.10026659071445464","0.1320439577102661","0.23231054842472076","0.00005958133988315239","41149","19.006569047579344","81.56371342018241","62.55714437260306","18308","16","4","WeightedBCE_ContourLoss_run2","s3://dlad22-team30-ex2/T30_0508-2218_WeightedBCE_ContourLoss_db1ce/","ec2-3-138-245-110.us-east-2.compute.amazonaws.com","i-0adc048960bce1f7c","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-3-138-245-110.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-138-245-110.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-138-245-110.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0509-0644_WeightedBCE_ContourLoss_run2_2c669/","s3://dlad22-team30-ex2/T30_0509-0644_WeightedBCE_ContourLoss_run2_2c669/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","85.5095419333731","95.14525258474048","97.91543870126053","0.008325119637760186","0.014146520040590697","0.130302327537188","0.20582800704793663","4.020420663654463","0.15292778300526377","0.12941944679002698","8.816208561859725","19.006569047579344","64.22677361848636","92.8274954868787","84.91255113427717","91.89656711148928","74.60572114944648","81.56371342018241","68.44001451031814","76.44383619115636","59.53056052316402","72.27607331974384","98.11466020934296","91.83585089406289","96.36960640497834","86.92207342634522","64.46756324960059","81.84296147970451","87.406519028889","79.17042667988053","90.04578486783427","88.37551569786709"
"WithContour_OnlySemanticContour_run2","crashed","2022-05-09T06:16:03.000Z","2022-05-09T11:46:42.000Z","-","2022-05-09T11:46:42.000Z","s2i1ek94","loh0um","","","","","ip-172-31-27-35","","","","1","Tesla K80","adam","0.0001","11","0.12030699104070663","0.13663485646247864","0.1228168159723282","0.09054392576217651","0.11316506564617156","0.20370899140834808","0.00004136453571845777","58349","17.87786464913736","84.33980446187958","66.46193981274222","19839","16","4","WithContour_OnlySemanticContour_run2","s3://dlad22-team30-ex2/T30_0508-1902_WithContour_OnlySemanticContour_214c8/","ec2-18-222-26-29.us-east-2.compute.amazonaws.com","i-0063377e50f920011","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-222-26-29.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-222-26-29.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-222-26-29.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0509-0615_WithContour_OnlySemanticContour_run2_209c4/","s3://dlad22-team30-ex2/T30_0509-0615_WithContour_OnlySemanticContour_run2_209c4/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","87.86540198482633","96.25276735359226","98.42461731543824","0.0076107958399906864","0.013139291782576046","0.11575042466554704","0.18651297248273352","3.587603665313043","0.13064466919175222","0.101430497666545","8.357725988953804","17.87786464913736","69.61069897444219","93.71821637178134","85.95876405461239","92.76276547806036","86.35121800372013","84.33980446187958","73.52449112687738","78.5667674560374","64.73905771575923","75.15418841753969","98.35438035980536","93.01581782198764","96.54756241530625","88.53607395085217","68.68933374718209","83.70745669856774","87.97431038974686","82.01171146189262","90.8165319629099","92.41693836863112"
"WeightedBCE_ContourLoss_run1","crashed","2022-05-08T22:18:19.000Z","2022-05-09T03:43:10.000Z","Row 2 in Table 11 and Row 2 in Table 12 and Figure 17: Task Distillation + Contours with weight 0.28/0.36/0.36","2022-05-13T12:34:12.000Z","wpymq3s3","alansavio25","","","","","ip-172-31-27-204","","","","1","Tesla K80","adam","0.0001","4","0.1856410950422287","0.1517709195613861","0.1298166960477829","0.11826562136411668","0.14518405497074127","0.26344966888427734","0.00008295470615848899","21249","21.21821941088036","79.99114793056559","58.77292851968523","19491","16","4","WeightedBCE_ContourLoss","None","ec2-52-15-99-180.us-east-2.compute.amazonaws.com","i-0531ffa2032844a3d","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-52-15-99-180.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-52-15-99-180.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-52-15-99-180.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0508-2218_WeightedBCE_ContourLoss_db1ce/","s3://dlad22-team30-ex2/T30_0508-2218_WeightedBCE_ContourLoss_db1ce/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","80.69147745936262","94.63378408270734","97.89238633920722","0.010989897588817348","0.0173204800203887","0.15595686198921613","0.22349863915083143","4.486657307754371","0.17441387215498247","0.12293230038884104","9.553634609237928","21.21821941088036","62.84620289912963","92.30072729728188","82.54058915574656","90.96082057759172","75.94269875331804","79.99114793056559","68.26773808461574","74.8110222147936","57.670821193274506","69.00555224639575","97.77445796245068","90.81288044976888","96.07519314394716","86.81127613738595","59.449162913457144","78.24185192812081","84.38417658444601","75.89012350894983","89.43063384155242","86.61588178851972"
"WithContour_OnlySemanticContour","crashed","2022-05-08T19:02:36.000Z","2022-05-09T03:43:17.000Z","-","2022-05-09T03:43:17.000Z","o305tiu4","loh0um","","","","","ip-172-31-26-9","","","","1","Tesla K80","adam","0.0001","7","0.12459415197372437","0.2063125371932983","0.1508837640285492","0.10316289216279984","0.13203713297843933","0.23520001769065857","0.00006550765101565048","35599","19.213489301421863","81.57421967383328","62.360730372411425","31241","16","4","WithContour_OnlySemanticContour","None","ec2-18-190-28-174.us-east-2.compute.amazonaws.com","i-0a0d568645417cdc7","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-190-28-174.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-190-28-174.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-190-28-174.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0508-1902_WithContour_OnlySemanticContour_214c8/","s3://dlad22-team30-ex2/T30_0508-1902_WithContour_OnlySemanticContour_214c8/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","85.7427516421952","95.48233014788704","98.1265831175143","0.008640929583839354","0.01461500800333619","0.13016456270487345","0.2008990474576913","3.977055072095781","0.14703021293301236","0.10737052865984832","8.908038259145131","19.213489301421863","66.536400455848","93.05726439345376","76.8315328936411","91.6254384453114","81.53967973692428","81.57421967383328","69.42953088616315","77.30348025272578","61.60575325066897","70.36058097969659","98.16833971176646","92.21581419726972","96.36721163527274","88.21101387025571","65.19648478304521","82.18917289905961","80.33531082831699","78.96338736874497","90.13517703443368","89.83860018023431"
"WithContour_OnlyRGBContour_run3","finished","2022-05-06T11:28:12.000Z","2022-05-07T00:18:49.000Z","-","2022-05-07T00:18:49.000Z","1t43ifs5","loh0um","","","","","ip-172-31-23-137","","","","1","Tesla K80","adam","0.0001","15","0.08817517757415771","0.1397233009338379","0.16518473625183103","0.08133142441511154","0.10036186873912813","0.18169330060482025","0.000008246924153354485","79999","16.83390591129432","85.78693391921102","68.9530280079167","46237","16","4","WithContour_OnlyRGBContour_run3","s3://dlad22-team30-ex2/T30_0506-0834_WithContour_OnlyRGBContour_run2_7982f/","ec2-3-133-12-37.us-east-2.compute.amazonaws.com","i-03bd6ab3062ae636a","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-3-133-12-37.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-133-12-37.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-133-12-37.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0506-1128_WithContour_OnlyRGBContour_run3_cba65/","s3://dlad22-team30-ex2/T30_0506-1128_WithContour_OnlyRGBContour_run3_cba65/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","89.7895620831315","96.6490409509048","98.5706299891476","0.007135808022206041","0.012401182520079409","0.10752363463970888","0.17642916308490328","3.2925848277434047","0.121962994578647","0.0909355650429904","7.9086898389203215","16.83390591129432","72.29811815665195","94.1518800942275","88.63539036021558","93.50966665509348","88.87021707700869","85.78693391921102","76.25140508151796","79.97240771729884","66.62044684519574","77.5049074385008","98.58110919085898","93.65812222380204","96.72581758072384","90.07308654007134","70.33634988501444","84.90954731097725","90.3093788903912","82.8880111798148","91.359810345935","93.29607189171006"
"WithContour_run4","finished","2022-05-06T11:22:27.000Z","2022-05-06T20:46:05.000Z","-","2022-05-06T20:46:05.000Z","1mw2z3tc","loh0um","","","","","ip-172-31-22-87","","","","1","Tesla K80","adam","0.0001","15","0.05576658993959427","0.12715426087379456","0.11691919714212418","0.08041597902774811","0.09885618090629578","0.1792721450328827","0.000008246924153354485","79999","16.52826066212059","85.97459192548588","69.4463312633653","33818","16","4","WithContour_run4","s3://dlad22-team30-ex2/T30_0506-0837_WithContour_run3_5b5bf/","ec2-18-191-211-12.us-east-2.compute.amazonaws.com","i-0082b6b43ce7bf3ec","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-191-211-12.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-211-12.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-211-12.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0506-1122_WithContour_run4_b2dea/","s3://dlad22-team30-ex2/T30_0506-1122_WithContour_run4_b2dea/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","90.3944241717433","96.8361043498212","98.64534522897485","0.006297645059365399","0.01165458995561439","0.097224957534191","0.16887035019034158","3.1238726840462325","0.10822048518488908","0.08243317242908842","7.849823144326709","16.52826066212059","72.44471913835189","94.24497391838112","88.93970631725226","93.39508510630768","86.0056209687127","85.97459192548588","76.41172816585173","80.73568519874165","67.45043767845331","77.9984086918865","98.59599511895978","93.82657340120689","96.78786281020652","90.19153471231816","71.70024343809494","85.4838655297858","90.41011493384222","84.06131878140576","91.51520944284384","93.31816323162904"
"WithContour_run3","crashed","2022-05-06T08:38:07.000Z","2022-05-06T10:20:29.000Z","-","2022-05-06T10:20:29.000Z","2m3mppke","loh0um","","","","","ip-172-31-31-253","","","","1","Tesla K80","adam","0.0001","9","0.17821305990219116","0.16179707646369934","0.16860556602478027","0.105731263756752","0.12960386276245117","0.2353351265192032","0.00005358867201721296","46499","20.144422785359392","82.51993559777208","62.37551281241268","6142","16","4","WithContour_run3","s3://dlad22-team30-ex2/T30_0506-0603_WithContour_run2_3ea7c/","ec2-3-137-140-52.us-east-2.compute.amazonaws.com","i-044c16c4170d56c9f","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-3-137-140-52.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-137-140-52.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-137-140-52.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0506-0837_WithContour_run3_5b5bf/","s3://dlad22-team30-ex2/T30_0506-0837_WithContour_run3_5b5bf/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","81.86067919990379","94.34888828715174","97.6678458042924","0.010033393108204534","0.016589778664437442","0.1473131854965899","0.2213643438881669","4.265741680638739","0.17511303926362365","0.15045028739442015","9.054404359066748","20.144422785359392","66.56822619008247","92.91632134939154","84.96935050002956","91.7398632119109","83.66924295489346","82.51993559777208","71.3241008166139","77.01614920075052","61.749912308532544","73.73124227357631","97.85960749222532","91.52819708236764","95.99683320453484","88.51495424191958","64.87141208723249","80.8728959761527","86.6945867965173","77.05499616343577","89.91295192033806","90.88793258716456"
"WithContour_OnlyRGBContour_run2","crashed","2022-05-06T08:34:30.000Z","2022-05-06T10:20:27.000Z","-","2022-05-06T10:20:27.000Z","1tb1kk0p","loh0um","","","","","ip-172-31-26-70","","","","1","Tesla K80","adam","0.0001","6","0.07381400465965271","0.18518048524856567","0.1516105979681015","0.10951710492372511","0.15489834547042847","0.264415442943573","0.00007137488864827901","31999","20.872354707326323","79.37318390917308","58.50082920184675","6357","16","4","WithContour_OnlyRGBContour_run2","s3://dlad22-team30-ex2/T30_0505-2047_WithContour_OnlyRGBContour_0252a/","ec2-13-58-168-220.us-east-2.compute.amazonaws.com","i-0f578a8e89f311b31","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-13-58-168-220.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-13-58-168-220.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-13-58-168-220.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0506-0834_WithContour_OnlyRGBContour_run2_7982f/","s3://dlad22-team30-ex2/T30_0506-0834_WithContour_OnlyRGBContour_run2_7982f/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","84.04237489077148","94.74595273289953","97.69668198373633","0.009291752112559675","0.01559449278635174","0.1386642318659099","0.21737066518540504","4.198163870541788","0.16184382735491437","0.15682661832415354","9.210876864215672","20.872354707326323","65.56742614347257","91.95065643638478","83.68898615373756","89.73869769896231","64.7431844757842","79.37318390917308","69.97041557079025","74.22499332438781","59.167201163522954","68.11336814063426","97.40239982982008","91.42664043162448","94.93306929712791","87.88456390807846","57.81746047943053","78.70322083281373","84.83753712295102","76.51436598581289","89.2171302770385","82.18917700191399"
"WithContour_run2","crashed","2022-05-06T06:03:54.000Z","2022-05-06T07:36:40.000Z","-","2022-05-06T09:47:43.000Z","cdnng2m7","loh0um","","","","","ip-172-31-21-21","","","","1","Tesla K80","adam","0.0001","8","0.07062350958585739","0.15435129404067993","0.13123586773872375","0.10046090185642242","0.13469840586185455","0.23515930771827695","0.00005958133988315239","41249","19.18508376561053","82.19838086167135","63.013297096060825","5566","16","4","WithContour_run2","s3://dlad22-team30-ex2/T30_0505-1856_WithContour_d1bc1/","ec2-18-116-114-245.us-east-2.compute.amazonaws.com","i-03e7e730d73de785b","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-116-114-245.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-116-114-245.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-116-114-245.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0506-0603_WithContour_run2_3ea7c/","s3://dlad22-team30-ex2/T30_0506-0603_WithContour_run2_3ea7c/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","85.96270144081396","95.524712466642","98.09803233316372","0.008280999098634766","0.014272298536340416","0.1254049498375286","0.19929419678255048","3.875793153098339","0.1434584221799645","0.12399079947189837","8.80505018042064","19.18508376561053","66.4491408818085","92.60184643549545","83.47859638555855","91.15369311397238","84.7609095783007","82.19838086167135","71.56283315572782","76.35577113763009","60.50060082579206","72.90434169803932","98.00234441796098","91.69783546717908","96.30043519339188","88.06818191355946","64.56968583175498","81.66449173833563","80.99386278304917","80.11086858905965","89.48490307515452","91.10889414998546"
"WithContour_OnlyRGBContour","crashed","2022-05-05T20:48:05.000Z","2022-05-06T04:06:16.000Z","-","2022-05-06T09:47:54.000Z","30dx9vz3","loh0um","","","","","ip-172-31-30-71","","","","1","Tesla K80","adam","0.0001","6","0.047000765800476074","0.18243399262428284","0.1438910961151123","0.10559333860874176","0.1658751517534256","0.27146849036216736","0.00007137488864827901","30649","19.774707752810368","77.959881961367","58.18517420855663","26291","16","4","WithContour_OnlyRGBContour","None","ec2-18-224-4-178.us-east-2.compute.amazonaws.com","i-04f66379ae22c38d8","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-224-4-178.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-4-178.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-4-178.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0505-2047_WithContour_OnlyRGBContour_0252a/","s3://dlad22-team30-ex2/T30_0505-2047_WithContour_OnlyRGBContour_0252a/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","83.11501848700973","94.81413526682093","97.84958219012314","0.009670611297423758","0.01545301762465512","0.14685185968460257","0.2179733732891481","4.304281909470627","0.17069424996416477","0.13463151110372576","9.065321081026095","19.774707752810368","62.33344615855775","92.25513891405063","71.27890013109685","89.59453190851669","72.08231282451077","77.959881961367","62.08033966506961","74.04757823047758","58.63488721106426","66.32297331577027","96.52214890787914","87.1418517088851","96.1877950038328","86.96996253872139","61.42378265321001","79.88880749707272","82.91162189155249","64.43688862425928","89.5721469602968","87.55264312114905"
"WithContour","crashed","2022-05-05T18:56:49.000Z","2022-05-06T04:06:10.000Z","-","2022-05-06T09:44:32.000Z","1plbkcfp","loh0um","","","","","ip-172-31-28-52","","","","1","Tesla K80","adam","0.0001","7","0.13327540457248688","0.15758928656578064","0.14378762245178223","0.10344266146421432","0.13151654601097107","0.2349592000246048","0.00006550765101565048","37799","19.338195599963612","81.91670168021008","62.57850608024647","32961","16","4","WithContour","None","ec2-3-23-98-9.us-east-2.compute.amazonaws.com","i-0f9adbe10dd154fa6","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-3-23-98-9.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-23-98-9.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-23-98-9.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team30-ex2?region=us-east-2&prefix=T30_0505-1856_WithContour_d1bc1/","s3://dlad22-team30-ex2/T30_0505-1856_WithContour_d1bc1/","30","false","1","1","0","0","256","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.28","0.36","","0.36","poly","0.9","resnet34","task_distillation_with_contour","100","1000","[0,100]","[0,100]","0.9","0.0001","false","8","8","16","4","85.77690141124472","95.45209698388749","98.09850340902234","0.00819241395410414","0.014135549774066156","0.12588599328471167","0.19976665788503592","3.938440081015154","0.14149670247326748","0.10658525052718631","8.951039515010807","19.338195599963612","65.7333421400841","92.61745330128066","84.4589359141843","91.71637104999743","80.30732748673846","81.91670168021008","70.4607242913089","76.89688142139858","61.27602651927954","72.26715410913009","98.09604615794908","92.18863749421548","96.42744849547572","87.8817101258548","63.281136436669286","78.64677316975413","86.88118463647467","79.2859770111607","89.70523071706519","88.28897144597055"
